epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,14053.2,0.30906,0.69177,0.2488,0.85391,0.95746,0.92243,0.94027,0.87535,0.95225,0.9173,0.92788,0.83478,0.39224,1.26885,0.26083,0.8524,0.0077428,0.0077428,0.0077428
116,14172.4,0.31206,0.69692,0.25169,0.85409,0.9584,0.92284,0.94016,0.87692,0.95233,0.91667,0.92832,0.83577,0.39034,1.26917,0.26077,0.85145,0.007723,0.007723,0.007723
117,14290.7,0.31258,0.7021,0.25503,0.85224,0.9553,0.92173,0.93999,0.87764,0.94974,0.9164,0.92863,0.83591,0.39014,1.26791,0.2612,0.85191,0.0077032,0.0077032,0.0077032
118,14408.2,0.31117,0.70777,0.25251,0.8527,0.95673,0.92135,0.94003,0.87766,0.95136,0.91602,0.92836,0.836,0.38987,1.26877,0.26057,0.85151,0.0076834,0.0076834,0.0076834
119,14527.1,0.30966,0.69375,0.25178,0.85261,0.95684,0.92195,0.93976,0.87856,0.95081,0.91595,0.92782,0.83681,0.38892,1.26778,0.26033,0.85159,0.0076636,0.0076636,0.0076636
120,14645.3,0.31246,0.69199,0.25329,0.8532,0.95605,0.92038,0.93984,0.87822,0.95043,0.91483,0.92735,0.83689,0.38833,1.27153,0.26027,0.85133,0.0076438,0.0076438,0.0076438
121,14762.7,0.30744,0.69286,0.24969,0.85199,0.95609,0.92257,0.94039,0.879,0.94942,0.91618,0.92747,0.83691,0.38838,1.27289,0.25932,0.85145,0.007624,0.007624,0.007624
122,14880.8,0.31247,0.71558,0.25221,0.85266,0.96039,0.92052,0.94026,0.87836,0.95255,0.91361,0.92819,0.83697,0.38852,1.27357,0.2599,0.8523,0.0076042,0.0076042,0.0076042
123,14998.9,0.30747,0.69299,0.24625,0.85041,0.95903,0.91801,0.94017,0.87879,0.95098,0.91115,0.92866,0.83711,0.3883,1.27446,0.26037,0.85296,0.0075844,0.0075844,0.0075844
124,15117.1,0.30754,0.67714,0.24854,0.85345,0.95625,0.91922,0.93977,0.87856,0.94843,0.91184,0.92847,0.83723,0.38745,1.2758,0.26105,0.8527,0.0075646,0.0075646,0.0075646
125,15234.9,0.30521,0.68316,0.24649,0.85177,0.96024,0.91585,0.94018,0.87973,0.95322,0.90977,0.92899,0.83802,0.38691,1.27273,0.26134,0.85207,0.0075448,0.0075448,0.0075448
126,15352.6,0.30667,0.69904,0.24844,0.85298,0.95976,0.91678,0.9398,0.87966,0.95278,0.9107,0.92926,0.83824,0.38593,1.27305,0.26041,0.85207,0.007525,0.007525,0.007525
127,15471.3,0.30823,0.68663,0.24839,0.85208,0.94965,0.9244,0.93984,0.88018,0.95383,0.91103,0.92972,0.8388,0.38601,1.27006,0.25932,0.8525,0.0075052,0.0075052,0.0075052
